Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Georgia,US,8/3/20,3,0,0
,Colombia,8/3/20,3,0,0
Wisconsin,US,8/3/20,6,0,1
,North Macedonia,8/3/20,7,0,0
,Bosnia and Herzegovina,8/3/20,13,0,0
Iowa,US,8/3/20,17,0,0
Qinghai,China,8/3/20,18,0,18
Indiana,US,8/3/20,25,1,0
,Georgia,8/3/20,34,0,1
Alabama,US,8/3/20,46,0,0
Arkansas,US,8/3/20,62,0,0
Xinjiang,China,8/3/20,76,3,73
Western Australia,Australia,8/3/20,90,1,0
Oregon,US,8/4/20,1,0,0
Nevada,US,8/4/20,1,0,0
,Latvia,8/4/20,1,0,0
New York,US,8/4/20,2,0,0
Tasmania,Australia,8/4/20,2,0,0
Colorado,US,8/4/20,3,0,0
,Cyprus,8/4/20,3,0,0
,Dominican Republic,8/4/20,5,0,0
,Tunisia,8/4/20,7,0,0
,Saudi Arabia,8/4/20,86,0,1
Indiana,US,8/4/20,16,0,0
,Tunisia,8/4/20,18,0,0
,Senegal,8/4/20,24,0,2
,Jordan,8/4/20,34,0,1
Maine,US,8/4/20,42,0,0
,Sri Lanka,8/4/20,60,0,3
,Andorra,8/4/20,75,0,1
,Andorra,8/4/20,88,0,1
North Carolina,US,8/5/20,1,0,0
California,US,8/5/20,1,0,0
,Liechtenstein,8/5/20,1,0,0
Colorado,US,8/5/20,2,0,0
,Cambodia,8/5/20,2,0,1
Nebraska,US,8/5/20,3,0,0
,Morocco,8/5/20,3,1,0
,French Guiana,8/5/20,5,0,0
,Cyprus,8/5/20,6,0,0
,Cote d'Ivoire,8/5/20,1,0,0
,Azerbaijan,8/5/20,15,1,3
Iowa,US,8/5/20,18,0,0
,Moldova,8/5/20,23,0,0
,Cambodia,8/5/20,33,0,1
,Andorra,8/5/20,39,0,1
Indiana,US,8/5/20,60,2,0
Inner Mongolia,China,8/5/20,75,1,74
Kentucky,US,8/5/20,87,3,0
,Ukraine,8/6/20,1,0,0
Texas,US,8/6/20,1,0,0
,Lithuania,8/6/20,1,0,0
,Afghanistan,8/6/20,1,0,0
,Cameroon,8/6/20,2,0,0
Iowa,US,8/6/20,3,0,0
,Republic of Moldova,8/6/20,3,0,0
,Morocco,8/6/20,5,1,0
,Malta,8/6/20,6,0,0
,Luxembourg,8/6/20,34,0,0
,North Macedonia,8/6/20,14,0,1
Kentucky,US,8/6/20,20,0,0
Iowa,US,8/6/20,23,0,0
,Kazakhstan,8/6/20,33,0,0
,Oman,8/6/20,39,0,12
,Andorra,8/6/20,53,0,1
Ningxia,China,8/6/20,75,0,75
,Jordan,8/6/20,85,0,1
From Diamond Princess,Australia,8/7/20,0,0,0
Washington,US,8/7/20,1,0,0
Tibet,Mainland China,8/7/20,1,0,1
,Andorra,8/7/20,1,0,0
,Faroe Islands,8/7/20,2,0,0
Arizona,US,8/7/20,3,0,1
Minnesota,US,8/7/20,3,0,0
,New Zealand,8/7/20,5,0,0
,Morocco,8/7/20,6,1,0
,Costa Rica,8/7/20,23,0,0
Kentucky,US,8/7/20,14,0,0
Western Australia,Australia,8/7/20,17,1,0
,Oman,8/7/20,22,0,9
,Venezuela,8/7/20,33,0,0
Indiana,US,8/7/20,39,2,0
,Malta,8/7/20,53,0,2
,Sri Lanka,8/7/20,73,0,3
,North Macedonia,8/7/20,85,0,1
Texas,US,8/8/20,0,0,0
California,US,8/8/20,1,0,0
,Monaco,8/8/20,1,0,0
,Armenia,8/8/20,1,0,0
,Latvia,8/8/20,2,0,0
Rhode Island,US,8/8/20,3,0,0
Nebraska,US,8/8/20,3,0,0
,Paraguay,8/8/20,5,0,0
Arkansas,US,8/8/20,6,0,0
Alberta,Canada,8/8/20,29,0,0
Nebraska,US,8/8/20,14,0,0
Nebraska,US,8/8/20,17,0,0
Arkansas,US,8/8/20,22,0,0
Maine,US,8/8/20,32,0,0
,Bosnia and Herzegovina,8/8/20,38,0,2
Western Australia,Australia,8/8/20,52,1,0
,Dominican Republic,8/8/20,72,2,0
,Cyprus,8/8/20,84,0,0
Nebraska,US,8/9/20,0,0,0
Wisconsin,US,8/9/20,1,0,1
,Nepal,8/9/20,1,0,1
Tasmania,Australia,8/9/20,1,0,0
,Martinique,8/9/20,2,0,0
California,US,8/9/20,3,0,1
Ohio,US,8/9/20,3,0,0
Minnesota,US,8/9/20,5,0,0
New Hampshire,US,8/9/20,6,0,0
,Bhutan,8/9/20,1,0,0
,Moldova,8/9/20,12,0,0
,Afghanistan,8/9/20,16,0,0
District of Columbia,US,8/9/20,22,0,0
Western Australia,Australia,8/9/20,31,1,0
,Georgia,8/9/20,38,0,1
Maine,US,8/9/20,52,0,0
District of Columbia,US,8/9/20,71,1,0
,Brunei,8/9/20,83,0,2
California,US,8/10/20,0,0,0
Arizona,US,8/10/20,1,0,0
,Nigeria,8/10/20,1,0,0
,Bhutan,8/10/20,1,0,0
,Morocco,8/10/20,2,0,0
California,US,8/10/20,3,0,0
Rhode Island,US,8/10/20,3,0,0
Nebraska,US,8/10/20,5,0,0
,Dominican Republic,8/10/20,5,0,0
,Spain,8/10/20,5232,133,193
Arizona,US,8/10/20,12,0,1
Arkansas,US,8/10/20,16,0,0
,Afghanistan,8/10/20,21,0,1
,Moldova,8/10/20,30,0,1
,Malta,8/10/20,38,0,2
,Belarus,8/10/20,51,0,5
,Albania,8/10/20,70,2,0
,Lithuania,8/10/20,83,1,1
New York,US,8/11/20,1,0,0
,Peru,8/11/20,1,0,0
,Cambodia,8/11/20,1,0,1
,Tunisia,8/11/20,2,0,0
,Albania,8/11/20,2,0,0
Wisconsin,US,8/11/20,3,0,1
New Hampshire,US,8/11/20,5,0,0
,French Guiana,8/11/20,5,0,0
,Malaysia,8/11/20,197,0,26
Arkansas,US,8/11/20,12,0,0
District of Columbia,US,8/11/20,16,0,0
Kentucky,US,8/11/20,21,1,1
Indiana,US,8/11/20,30,2,0
South Australia,Australia,8/11/20,37,0,3
Mississippi,US,8/11/20,50,1,0
,Belarus,8/11/20,69,0,5
,Moldova,8/11/20,80,1,1
Texas,US,8/12/20,1,0,0
,Serbia,8/12/20,1,0,0
,Cameroon,8/12/20,1,0,0
California,US,8/12/20,2,0,0
Tasmania,Australia,8/12/20,2,0,0
Tasmania,Australia,8/12/20,2,0,0
Rhode Island,US,8/12/20,5,0,0
,New Zealand,8/12/20,5,0,0
,Holy See,8/12/20,1,0,0
,Afghanistan,8/12/20,11,0,0
,Azerbaijan,8/12/20,23,1,6
Rhode Island,US,8/12/20,21,0,0
South Australia,Australia,8/12/20,29,0,3
,Venezuela,8/12/20,36,0,0
,Moldova,8/12/20,49,1,1
,Cyprus,8/12/20,67,0,0
,Sri Lanka,8/12/20,77,0,1
Florida,US,8/13/20,1,0,0
,Slovakia,8/13/20,1,0,0
"Calgary, Alberta",Canada,8/13/20,1,0,0
Florida,US,8/13/20,2,0,0
,Cambodia,8/13/20,2,0,1
,Cambodia,8/13/20,2,0,1
,Senegal,8/13/20,4,0,1
,Paraguay,8/13/20,5,0,0
,Serbia,8/13/20,35,0,0
,Dominican Republic,8/13/20,11,0,0
,North Macedonia,8/13/20,14,0,1
,Tunisia,8/13/20,20,0,0
,Uruguay,8/13/20,29,0,0
Western Australia,Australia,8/13/20,35,1,0
,North Macedonia,8/13/20,48,0,1
,North Macedonia,8/13/20,67,0,1
District of Columbia,US,8/13/20,77,1,0
Florida,US,8/14/20,1,0,0
,South Africa,8/14/20,1,0,0
"Edmonton, Alberta",Canada,8/14/20,1,0,0
Nevada,US,8/14/20,2,0,0
,Cameroon,8/14/20,2,0,0
,Cameroon,8/14/20,2,0,0
Ohio,US,8/14/20,4,0,0
Connecticut,US,8/14/20,5,0,0
,Cameroon,8/14/20,2,0,0
,Bolivia,8/14/20,10,0,0
,Maldives,8/14/20,13,0,0
Grand Princess,US,8/14/20,20,0,0
,Azerbaijan,8/14/20,28,1,6
,Cambodia,8/14/20,35,0,1
,Oman,8/14/20,48,0,12
,Moldova,8/14/20,66,1,1
,Albania,8/14/20,76,2,2
California,US,8/15/20,1,0,0
,Sri Lanka,8/15/20,1,0,1
"London, ON",Canada,8/15/20,1,0,1
Colorado,US,8/15/20,2,0,0
,Cyprus,8/15/20,2,0,0
,Faroe Islands,8/15/20,2,0,0
Tasmania,Australia,8/15/20,3,0,0
New Mexico,US,8/15/20,5,0,0
,Slovakia,8/15/20,32,0,0
Macau,China,8/15/20,10,0,10
New Mexico,US,8/15/20,13,0,0
Qinghai,China,8/15/20,18,0,18
,Bosnia and Herzegovina,8/15/20,26,0,2
,Kazakhstan,8/15/20,35,0,0
Diamond Princess,US,8/15/20,47,0,0
Western Australia,Australia,8/15/20,64,1,0
,Belarus,8/15/20,76,0,15
Arizona,US,8/16/20,1,0,1
,Togo,8/16/20,1,0,0
,Colombia,8/16/20,1,0,0
Virginia,US,8/16/20,2,0,0
,Faroe Islands,8/16/20,2,0,0
,Martinique,8/16/20,2,0,0
,Bangladesh,8/16/20,3,0,0
Ohio,US,8/16/20,5,0,0
,Togo,8/16/20,1,0,0
,Maldives,8/16/20,10,0,0
,Lithuania,8/16/20,12,0,1
Faroe Islands,Denmark,8/16/20,18,0,0
,North Macedonia,8/16/20,26,0,1
,North Macedonia,8/16/20,35,0,1
Arizona,US,8/16/20,45,0,0
,Malta,8/16/20,64,0,2
Xinjiang,China,8/16/20,76,3,73
Oregon,US,8/17/20,1,0,0
,Tunisia,8/17/20,1,0,0
,Costa Rica,8/17/20,1,0,0
Florida,US,8/17/20,2,0,0
,Martinique,8/17/20,2,0,0
,Nigeria,8/17/20,2,0,0
,Cambodia,8/17/20,3,0,1
Rhode Island,US,8/17/20,5,0,0
,Peru,8/17/20,28,0,0
,Senegal,8/17/20,10,0,1
,Moldova,8/17/20,23,0,0
,North Macedonia,8/17/20,18,0,1
,Senegal,8/17/20,26,0,2
Mississippi,US,8/17/20,34,0,0
,Azerbaijan,8/17/20,44,1,6
Maine,US,8/17/20,56,0,0
Inner Mongolia,China,8/17/20,75,1,74
North Carolina,US,8/18/20,1,0,0
California,US,8/18/20,1,0,0
,Faroe Islands,8/18/20,1,0,0
Oregon,US,8/18/20,2,0,0
,Morocco,8/18/20,2,0,0
,Saint Martin,8/18/20,2,0,0
,Lithuania,8/18/20,3,0,0
Utah,US,8/18/20,5,0,0
,Romania,8/18/20,89,0,7
,Sri Lanka,8/18/20,10,0,1
Alabama,US,8/18/20,12,0,0
,Turkey,8/18/20,18,0,0
Kentucky,US,8/18/20,26,1,1
Arkansas,US,8/18/20,33,0,0
,Kazakhstan,8/18/20,44,0,0
,Tunisia,8/18/20,54,1,0
Ningxia,China,8/18/20,75,0,75
Tennessee,US,8/19/20,1,0,0
North Carolina,US,8/19/20,1,0,0
,Gibraltar,8/19/20,1,0,0
Florida,US,8/19/20,2,1,0
,Nigeria,8/19/20,2,0,0
Connecticut,US,8/19/20,2,0,0
,Martinique,8/19/20,3,0,0
,Armenia,8/19/20,4,0,0
,Mexico,8/19/20,12,0,4
District of Columbia,US,8/19/20,10,0,0
Arizona,US,8/19/20,13,0,1
Arizona,US,8/19/20,18,0,1
New Hampshire,US,8/19/20,26,0,0
Rhode Island,US,8/19/20,33,0,0
Iowa,US,8/19/20,44,0,0
Rhode Island,US,8/19/20,54,0,0
Missouri,US,8/19/20,74,3,0
,Ukraine,8/20/20,1,0,0
Nevada,US,8/20/20,1,0,0
,Jordan,8/20/20,1,0,0
Arizona,US,8/20/20,2,0,0
,St. Martin,8/20/20,2,0,0
Hawaii,US,8/20/20,2,0,0
,Moldova,8/20/20,3,0,0
,Senegal,8/20/20,4,0,1
,Colombia,8/20/20,13,0,0
New Mexico,US,8/20/20,10,0,0
Faroe Islands,Denmark,8/20/20,11,0,0
Nebraska,US,8/20/20,18,0,0
,Lithuania,8/20/20,25,0,1
,Senegal,8/20/20,31,0,2
New Hampshire,US,8/20/20,44,0,0
Missouri,US,8/20/20,53,2,0
,Malta,8/20/20,73,0,2
From Diamond Princess,Australia,8/21/20,0,0,0
Pennsylvania,US,8/21/20,1,0,0
,Latvia,8/21/20,1,0,0
New Hampshire,US,8/21/20,2,0,0
,Tunisia,8/21/20,2,0,0
Oklahoma,US,8/21/20,2,0,0
Connecticut,US,8/21/20,3,0,0
Tasmania,Australia,8/21/20,3,0,0
Grand Princess,US,8/21/20,21,0,0
Utah,US,8/21/20,10,0,0
,Dominican Republic,8/21/20,11,0,0
,Jordan,8/21/20,17,0,1
,Oman,8/21/20,24,0,9
District of Columbia,US,8/21/20,31,0,0
Oklahoma,US,8/21/20,44,1,0
,Cambodia,8/21/20,51,0,1
Maine,US,8/21/20,70,0,0
Texas,US,8/22/20,0,0,0
Nebraska,US,8/22/20,1,0,0
,Liechtenstein,8/22/20,1,0,0
New York,US,8/22/20,2,0,0
California,US,8/22/20,2,0,0
Utah,US,8/22/20,2,0,0
New Mexico,US,8/22/20,3,0,0
,Bangladesh,8/22/20,3,0,0
,Brunei,8/22/20,37,0,0
Faroe Islands,Denmark,8/22/20,9,0,0
,Sri Lanka,8/22/20,18,0,1
,Lithuania,8/22/20,17,0,1
,Tunisia,8/22/20,24,0,0
,Moldova,8/22/20,30,1,1
Rhode Island,US,8/22/20,44,0,0
South Australia,Australia,8/22/20,50,0,3
,Venezuela,8/22/20,70,0,0
Nebraska,US,8/23/20,0,0,0
Kentucky,US,8/23/20,1,0,0
,Lithuania,8/23/20,1,0,0
California,US,8/23/20,2,0,0
Nevada,US,8/23/20,2,0,0
,Andorra,8/23/20,1,0,0
Utah,US,8/23/20,3,0,0
,Cambodia,8/23/20,3,0,1
,Martinique,8/23/20,3,0,0
,Martinique,8/23/20,9,0,0
,Bolivia,8/23/20,10,0,0
Maine,US,8/23/20,17,0,0
Iowa,US,8/23/20,23,0,0
,Tunisia,8/23/20,29,0,0
South Australia,Australia,8/23/20,42,0,3
,Kazakhstan,8/23/20,49,3,0
Iowa,US,8/23/20,68,0,0
California,US,8/24/20,0,0,0
Georgia,US,8/24/20,1,0,0
Tibet,Mainland China,8/24/20,1,0,1
California,US,8/24/20,2,0,0
Colorado,US,8/24/20,2,0,0
,Armenia,8/24/20,1,0,0
,Bolivia,8/24/20,2,0,0
,Cuba,8/24/20,3,0,0
,French Guiana,8/24/20,5,0,0
South Dakota,US,8/24/20,9,1,0
Macau,China,8/24/20,10,0,10
New Hampshire,US,8/24/20,17,0,0
New Mexico,US,8/24/20,23,0,0
Iowa,US,8/24/20,29,0,0
,Venezuela,8/24/20,42,0,0
,Lithuania,8/24/20,49,0,1
South Australia,Australia,8/24/20,67,0,3
Texas,US,8/25/20,1,0,0
,Monaco,8/25/20,1,0,0
California,US,8/25/20,2,0,0
Virginia,US,8/25/20,2,0,0
Northern Territory,Australia,8/25/20,1,0,0
,Burkina Faso,8/25/20,2,0,0
,Lithuania,8/25/20,3,0,0
,Malta,8/25/20,12,0,1
,Jamaica,8/25/20,8,0,0
,Senegal,8/25/20,24,0,1
New Mexico,US,8/25/20,17,0,0
Rhode Island,US,8/25/20,23,0,0
,Azerbaijan,8/25/20,28,1,6
,Georgia,8/25/20,40,0,1
Diamond Princess,US,8/25/20,49,0,0
Rhode Island,US,8/25/20,66,0,0
Washington,US,8/26/20,1,0,0
,Nepal,8/26/20,1,0,1
New York,US,8/26/20,2,0,0
Kentucky,US,8/26/20,2,0,0
,Bhutan,8/26/20,1,0,0
,Cameroon,8/26/20,2,0,0
,Martinique,8/26/20,3,0,0
,Paraguay,8/26/20,6,0,0
,Lithuania,8/26/20,8,0,0
,Martinique,8/26/20,9,0,0
,Venezuela,8/26/20,17,0,0
,Afghanistan,8/26/20,22,0,1
,Liechtenstein,8/26/20,28,0,0
District of Columbia,US,8/26/20,40,0,0
Oklahoma,US,8/26/20,49,1,0
,Burkina Faso,8/26/20,64,2,5
California,US,8/27/20,1,0,0
,Nigeria,8/27/20,1,0,0
Colorado,US,8/27/20,2,0,0
Indiana,US,8/27/20,2,0,0
,Brunei,8/27/20,1,0,0
Faroe Islands,Denmark,8/27/20,2,0,0
,Moldova,8/27/20,3,0,0
,Moldova,8/27/20,6,0,0
Kansas,US,8/27/20,8,1,0
South Dakota,US,8/27/20,9,1,0
,Azerbaijan,8/27/20,15,1,6
Arkansas,US,8/27/20,22,0,0
,Guadeloupe,8/27/20,27,0,0
,Tunisia,8/27/20,39,1,0
,Oman,8/27/20,48,0,12
,Tunisia,8/27/20,60,1,0
Wisconsin,US,8/28/20,1,0,1
,Peru,8/28/20,1,0,0
District of Columbia,US,8/28/20,2,0,0
Florida,US,8/28/20,2,0,0
,Burkina Faso,8/28/20,1,0,0
St Martin,France,8/28/20,2,0,0
,Bolivia,8/28/20,2,0,0
,Maldives,8/28/20,9,0,0
,Cambodia,8/28/20,7,0,1
,Jamaica,8/28/20,10,0,0
,Burkina Faso,8/28/20,15,0,0
District of Columbia,US,8/28/20,22,0,0
,Lithuania,8/28/20,27,0,1
,Cambodia,8/28/20,37,0,1
Kentucky,US,8/28/20,47,2,0
Kansas,US,8/28/20,57,2,0
Indiana,US,8/29/20,1,0,0
,Serbia,8/29/20,1,0,0
Nevada,US,8/29/20,2,0,0
Hawaii,US,8/29/20,2,0,0
,Channel Islands,8/29/20,1,0,0
,Honduras,8/29/20,2,0,0
,Burkina Faso,8/29/20,2,0,0
,Bulgaria,8/29/20,23,1,0
New Hampshire,US,8/29/20,7,0,0
,Kazakhstan,8/29/20,9,0,0
,Martinique,8/29/20,15,1,0
,Dominican Republic,8/29/20,21,1,0
Arizona,US,8/29/20,27,0,0
Kentucky,US,8/29/20,37,2,0
,Guadeloupe,8/29/20,45,0,0
New Hampshire,US,8/29/20,55,0,0
Massachusetts,US,8/30/20,1,0,0
,Slovakia,8/30/20,1,0,0
,Andorra,8/30/20,1,0,0
Oregon,US,8/30/20,2,0,0
,Gibraltar,8/30/20,1,0,1
,Nigeria,8/30/20,2,0,0
,Cameroon,8/30/20,2,0,0
,Tunisia,8/30/20,16,0,0
,Kazakhstan,8/30/20,6,0,0
,New Zealand,8/30/20,8,0,0
,Maldives,8/30/20,13,0,0
Grand Princess,US,8/30/20,21,0,0
Kentucky,US,8/30/20,27,1,0
,Lithuania,8/30/20,36,0,1
Iowa,US,8/30/20,45,0,0
,Azerbaijan,8/30/20,53,1,11
New York,US,8/31/20,1,0,0
,South Africa,8/31/20,1,0,0
,Armenia,8/31/20,1,0,0
Florida,US,8/31/20,2,1,0
,Holy See,8/31/20,1,0,0
,Sri Lanka,8/31/20,2,0,1
Faroe Islands,Denmark,8/31/20,2,0,0
,Cyprus,8/31/20,14,0,0
,New Zealand,8/31/20,6,0,0
Kansas,US,8/31/20,8,1,0
Mississippi,US,8/31/20,13,0,0
Mississippi,US,8/31/20,21,0,0
New Hampshire,US,8/31/20,26,0,0
New Mexico,US,8/31/20,35,0,0
,Azerbaijan,8/31/20,44,1,6
,Cambodia,8/31/20,53,0,1
Massachusetts,US,9/1/20,1,0,0
,Sri Lanka,9/1/20,1,0,1
,Bhutan,9/1/20,1,0,0
Florida,US,9/1/20,2,0,0
,Jordan,9/1/20,1,0,0
Hawaii,US,9/1/20,2,0,0
St Martin,France,9/1/20,2,0,0
Alaska,US,9/1/20,1,0,0
,Paraguay,9/1/20,6,0,0
,Venezuela,9/1/20,10,0,0
Vermont,US,9/1/20,12,0,0
Nebraska,US,9/1/20,21,0,0
Nebraska,US,9/1/20,24,0,0
,Dominican Republic,9/1/20,34,2,0
Kansas,US,9/1/20,44,1,0
,Guadeloupe,9/1/20,53,0,0
Minnesota,US,9/2/20,1,0,0
,Togo,9/2/20,1,0,0
"Calgary, Alberta",Canada,9/2/20,1,0,0
Arizona,US,9/2/20,2,0,0
,Liechtenstein,9/2/20,1,0,0
Michigan,US,9/2/20,2,0,0
,Honduras,9/2/20,2,0,0
Arizona,US,9/2/20,9,0,1
,Reunion,9/2/20,6,0,0
,Cambodia,9/2/20,7,0,1
,Bolivia,9/2/20,11,0,0
Arizona,US,9/2/20,20,0,1
New Mexico,US,9/2/20,23,0,0
Kansas,US,9/2/20,34,1,0
New Hampshire,US,9/2/20,44,0,0
,Kazakhstan,9/2/20,53,0,0
Texas,US,9/3/20,1,0,0
,Tunisia,9/3/20,1,0,0
"London, ON",Canada,9/3/20,1,0,1
California,US,9/3/20,2,0,0
,Lithuania,9/3/20,1,0,0
Oklahoma,US,9/3/20,2,0,0
,Jamaica,9/3/20,2,0,0
Arkansas,US,9/3/20,6,0,0
Alabama,US,9/3/20,6,0,0
,Jordan,9/3/20,8,0,1
Macau,China,9/3/20,11,0,10
Oklahoma,US,9/3/20,19,0,0
,Afghanistan,9/3/20,22,0,1
,Burkina Faso,9/3/20,33,1,0
,Georgia,9/3/20,43,0,1
Oklahoma,US,9/3/20,53,1,0
Florida,US,9/4/20,1,0,0
South Carolina,US,9/4/20,1,0,0
,Colombia,9/4/20,1,0,0
California,US,9/4/20,2,0,0
Tibet,Mainland China,9/4/20,1,0,1
Channel Islands,United Kingdom,9/4/20,2,0,0
,Monaco,9/4/20,2,0,0
California,US,9/4/20,282,4,6
Delaware,US,9/4/20,6,0,0
,Reunion,9/4/20,7,0,0
,Dominican Republic,9/4/20,11,0,0
Qinghai,China,9/4/20,18,0,18
,Dominican Republic,9/4/20,21,1,0
,Guadeloupe,9/4/20,33,0,0
New Mexico,US,9/4/20,43,0,0
,New Zealand,9/4/20,52,0,0
Florida,US,9/5/20,1,0,0
North Carolina,US,9/5/20,1,0,0
,Gibraltar,9/5/20,1,0,0
California,US,9/5/20,2,0,0
,Monaco,9/5/20,1,0,0
,Andorra,9/5/20,1,0,0
,Nigeria,9/5/20,2,0,0
Colorado,US,9/5/20,49,0,0
Mississippi,US,9/5/20,6,0,0
Montana,US,9/5/20,7,0,0
,French Guiana,9/5/20,11,0,0
,Guadeloupe,9/5/20,18,0,0
Grand Princess,US,9/5/20,21,0,0
,Senegal,9/5/20,31,0,2
,Venezuela,9/5/20,42,0,0
,Oman,9/5/20,52,0,12
California,US,9/6/20,1,0,0
Nevada,US,9/6/20,1,0,0
,Jordan,9/6/20,1,0,0
New York,US,9/6/20,2,0,0
,Mongolia,9/6/20,1,0,0
,Armenia,9/6/20,1,0,0
,Sri Lanka,9/6/20,2,0,1
Connecticut,US,9/6/20,11,0,0
Tasmania,Australia,9/6/20,5,0,0
New Hampshire,US,9/6/20,13,0,0
Kansas,US,9/6/20,11,1,0
Kansas,US,9/6/20,18,1,0
,Burkina Faso,9/6/20,20,1,0
Missouri,US,9/6/20,31,1,0
,Burkina Faso,9/6/20,40,1,0
,Georgia,9/6/20,49,0,1
Arizona,US,9/7/20,1,0,1
Washington,US,9/7/20,1,0,0
,Liechtenstein,9/7/20,1,0,0
Colorado,US,9/7/20,2,0,0
,Nepal,9/7/20,1,0,1
Northern Territory,Australia,9/7/20,1,0,0
Hawaii,US,9/7/20,2,0,0
Delaware,US,9/7/20,4,0,0
Fench Guiana,France,9/7/20,5,0,0
Tasmania,Australia,9/7/20,6,0,0
,Jamaica,9/7/20,10,0,2
,Martinique,9/7/20,16,1,0
,New Zealand,9/7/20,20,0,0
Delaware,US,9/7/20,30,0,0
,New Zealand,9/7/20,39,0,0
,Trinidad and Tobago,9/7/20,49,0,1
Oregon,US,9/8/20,1,0,0
Georgia,US,9/8/20,1,0,0
,Lithuania,9/8/20,1,0,0
District of Columbia,US,9/8/20,2,0,0
,Panama,9/8/20,1,0,0
,Bhutan,9/8/20,1,0,0
Michigan,US,9/8/20,2,0,0
District of Columbia,US,9/8/20,10,0,0
,French Guiana,9/8/20,5,0,0
,Ghana,9/8/20,6,0,0
,Kazakhstan,9/8/20,10,0,0
Delaware,US,9/8/20,16,0,0
,Martinique,9/8/20,19,1,0
Nebraska,US,9/8/20,29,0,0
,Senegal,9/8/20,38,0,2
Diamond Princess,US,9/8/20,49,0,0
North Carolina,US,9/9/20,1,0,0
Utah,US,9/9/20,1,0,0
Tibet,Mainland China,9/9/20,1,0,1
Nevada,US,9/9/20,2,0,0
,Paraguay,9/9/20,1,0,0
New Brunswick,Canada,9/9/20,1,0,0
Oklahoma,US,9/9/20,2,0,0
Florida,US,9/9/20,50,2,0
,Turkey,9/9/20,5,0,0
,Paraguay,9/9/20,6,0,0
Oklahoma,US,9/9/20,10,0,0
,Burkina Faso,9/9/20,15,0,0
Delaware,US,9/9/20,19,0,0
,Liechtenstein,9/9/20,28,0,0
Delaware,US,9/9/20,38,0,0
,Senegal,9/9/20,47,0,5
Nevada,US,9/10/20,1,0,0
Pennsylvania,US,9/10/20,1,0,0
,Moldova,9/10/20,1,0,0
,Andorra,9/10/20,1,0,0
,Saint Barthelemy,9/10/20,1,0,0
Tibet,China,9/10/20,1,0,1
Vermont,US,9/10/20,2,0,0
Georgia,US,9/10/20,42,1,0
Montana,US,9/10/20,5,0,0
,Turkey,9/10/20,6,0,0
South Dakota,US,9/10/20,10,1,0
,Ukraine,9/10/20,14,2,0
Oklahoma,US,9/10/20,19,0,0
,New Zealand,9/10/20,28,0,0
Nebraska,US,9/10/20,37,0,0
,Ukraine,9/10/20,47,3,1
Pennsylvania,US,9/11/20,1,0,0
Nebraska,US,9/11/20,1,0,0
,Monaco,9/11/20,1,0,0
,Armenia,9/11/20,1,0,0
,Sri Lanka,9/11/20,1,0,1
,Congo (Kinshasa),9/11/20,1,0,0
Channel Islands,United Kingdom,9/11/20,2,0,0
Hawaii,US,9/11/20,2,0,0
Vermont,US,9/11/20,5,0,0
Delaware,US,9/11/20,7,0,0
,Reunion,9/11/20,9,0,0
,Maldives,9/11/20,13,0,0
Qinghai,China,9/11/20,18,0,18
,Martinique,9/11/20,23,1,0
,Uzbekistan,9/11/20,33,0,0
,Reunion,9/11/20,45,0,0
Tennessee,US,9/12/20,1,0,0
Colorado,US,9/12/20,1,0,0
,Nepal,9/12/20,1,0,1
,Bhutan,9/12/20,1,0,0
,Togo,9/12/20,1,0,0
,Cote d'Ivoire,9/12/20,1,0,0
,Andorra,9/12/20,1,0,1
Idaho,US,9/12/20,1,0,0
Manitoba,Canada,9/12/20,4,0,0
Hawaii,US,9/12/20,6,0,0
,Bangladesh,9/12/20,8,0,2
Macau,China,9/12/20,12,0,10
Kansas,US,9/12/20,18,1,0
,Uzbekistan,9/12/20,23,0,0
,Martinique,9/12/20,32,1,0
Delaware,US,9/12/20,45,0,0
California,US,9/13/20,1,0,0
Kentucky,US,9/13/20,1,0,0
,Nigeria,9/13/20,1,0,0
,Brunei,9/13/20,1,0,0
Kansas,US,9/13/20,1,0,0
Saint Barthelemy,France,9/13/20,1,0,0
Northern Territory,Australia,9/13/20,1,0,0
Illinois,US,9/13/20,46,0,2
,Cuba,9/13/20,4,0,0
Maine,US,9/13/20,12,0,0
,New Zealand,9/13/20,8,0,0
,Jamaica,9/13/20,12,0,2
Missouri,US,9/13/20,18,0,0
,Afghanistan,9/13/20,22,0,1
Vermont,US,9/13/20,29,2,0
New Mexico,US,9/13/20,43,0,0
,Ukraine,9/14/20,1,0,0
Washington,US,9/14/20,1,0,0
,Paraguay,9/14/20,1,0,0
,Colombia,9/14/20,1,0,0
Louisiana,US,9/14/20,1,0,0
,Holy See,9/14/20,1,0,0
,Bhutan,9/14/20,1,0,0
Indiana,US,9/14/20,13,0,0
,Liechtenstein,9/14/20,4,0,0
Mississippi,US,9/14/20,10,0,0
,Paraguay,9/14/20,8,0,0
,New Zealand,9/14/20,12,0,0
Vermont,US,9/14/20,18,0,0
Grand Princess,US,9/14/20,22,0,0
,Ukraine,9/14/20,29,3,0
,Uzbekistan,9/14/20,43,0,0
,Vatican City,9/15/20,1,0,0
Hawaii,US,9/15/20,1,0,0
,Serbia,9/15/20,1,0,0
,Gibraltar,9/15/20,1,0,0
Missouri,US,9/15/20,1,0,0
